,level_0,index,Gender,Age,Married,NumberofDependents,City,ZipCode,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,TotalRevenue,CustomerStatus,ChurnCategory
103,103,103,Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,No Offer,Yes,2.88,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,8514.03,Stayed,
104,104,104,Male,71,Yes,0,Fresno,93725,36.623632,-119.741322,8,7,No Offer,Yes,41.97,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,899.24,Stayed,
105,105,105,Female,56,Yes,2,Del Rey,93616,36.657462,-119.595293,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3232.17,Stayed,
106,106,106,Male,33,No,0,Redwood City,94065,37.527497,-122.230941,0,2,No Offer,Yes,1.81,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,37.32,Stayed,
107,107,107,Female,32,No,3,Landers,92285,34.341737,-116.539416,0,25,Offer C,No,0.0,No PhoneService,Yes,Cable,75.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,844.45,Stayed,
108,108,108,Male,80,No,0,Hawthorne,90250,33.914775,-118.348083,0,30,No Offer,Yes,38.61,No,Yes,DSL,5.0,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,3269.6,Stayed,
109,109,109,Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,No Offer,Yes,16.94,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,7188.02,Churned,Attitude
110,110,110,Male,26,Yes,0,Armona,93202,36.315979,-119.710852,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,975.5,Churned,Competitor
111,111,111,Female,59,No,0,Clarksburg,95612,38.384648,-121.578701,0,9,No Offer,Yes,9.27,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,717.28,Stayed,
112,112,112,Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,1,6,No Offer,Yes,28.71,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,647.16,Churned,Other
113,113,113,Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,No Offer,Yes,38.92,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,8574.08,Stayed,
114,114,114,Female,68,No,0,Salida,95368,37.713152,-121.08739,0,66,No Offer,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7161.55,Stayed,
115,115,115,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,8842.3,Churned,Dissatisfaction
116,116,116,Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,Yes,5.57,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,815.6,Churned,Price
117,117,117,Female,52,Yes,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Offer B,Yes,24.33,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,1983.38,Stayed,
118,118,118,Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,6665.1,Stayed,
119,119,119,Female,54,No,0,Daly City,94014,37.691561,-122.445202,0,15,No Offer,Yes,22.39,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1918.6,Churned,Competitor
120,120,120,Female,48,Yes,1,Middletown,95461,38.787446,-122.58675,0,12,Offer D,Yes,8.25,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,297.1,Stayed,
121,121,121,Female,51,No,0,Berkeley,94705,37.858898,-122.240512,0,22,No Offer,No,0.0,No PhoneService,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1098.85,Stayed,
122,122,122,Female,22,Yes,0,Lost Hills,93249,35.637715,-119.893068,9,70,No Offer,No,0.0,No PhoneService,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4038.29,Stayed,
123,123,123,Male,52,No,0,Garden Grove,92844,33.766476,-117.969795,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,3310.5,Stayed,
124,124,124,Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,9108.9,Stayed,
125,125,125,Male,33,Yes,0,Oxnard,93033,34.156629,-119.117218,2,30,No Offer,Yes,9.81,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,870.95,Stayed,
126,126,126,Male,26,Yes,0,San Diego,92122,32.85723,-117.209774,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,486.98,Churned,Competitor
127,127,127,Male,58,No,0,Escondido,92027,33.141265,-116.967221,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,195.58,Churned,Competitor
128,128,128,Male,22,No,1,Moreno Valley,92553,33.923149,-117.244933,0,10,No Offer,Yes,7.86,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,298.1,Stayed,
129,129,129,Male,66,No,0,Chino,91710,33.990646,-117.663025,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,419.0,Stayed,
130,130,130,Male,69,No,0,Sacramento,95820,38.53508,-121.444144,0,52,Offer B,No,0.0,No PhoneService,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,2555.05,Stayed,
131,131,131,Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,No Offer,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,333.2,Churned,Competitor
132,132,132,Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,Yes,2.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,188.46,Stayed,
133,133,133,Female,73,No,0,Calexico,92231,32.690654,-115.431225,0,2,Offer E,Yes,23.91,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,137.12,Stayed,
134,134,134,Male,46,No,0,Groveland,95321,37.902968,-119.667544,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,276.21,Stayed,
135,135,135,Male,40,No,0,Los Gatos,95033,37.160194,-121.945611,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1369.75,Stayed,
136,136,136,Male,53,No,0,Clovis,93611,36.917652,-119.593757,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,5171.77,Stayed,
137,137,137,Male,76,Yes,0,Hyampom,96046,40.648024,-123.465088,2,63,Offer B,No,0.0,No PhoneService,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,2298.9,Stayed,
138,138,138,Male,38,Yes,0,Woodland Hills,91364,34.153733,-118.593408,1,66,No Offer,No,0.0,No PhoneService,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,3789.2,Stayed,
139,139,139,Male,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,No Offer,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,120.46,Churned,Competitor
140,140,140,Female,24,No,0,Livingston,95334,37.361987,-120.748394,0,60,No Offer,Yes,15.29,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,5682.4,Stayed,
141,141,141,Female,43,Yes,3,Tulare,93274,36.185471,-119.375243,3,48,No Offer,No,0.0,No PhoneService,Yes,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,2196.3,Stayed,
142,142,142,Female,45,No,0,Buellton,93427,34.631362,-120.238218,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,118.89,Churned,Other
143,143,143,Male,49,No,0,Palmdale,93552,34.557711,-118.029441,0,15,No Offer,Yes,48.93,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2178.6,Churned,Competitor
144,144,144,Female,62,Yes,0,Midway City,92655,33.744439,-117.98588,4,50,Offer B,Yes,34.57,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,7134.3,Stayed,
145,145,145,Male,25,Yes,1,Folsom,95630,38.672638,-121.147403,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,8769.3,Stayed,
146,146,146,Female,37,No,0,Oakland,94619,37.787186,-122.14633,0,46,No Offer,Yes,43.27,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,5938.02,Stayed,
147,147,147,Female,35,Yes,1,San Anselmo,94960,37.99272,-122.575026,4,72,No Offer,Yes,30.0,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,8893.0,Stayed,
148,148,148,Male,37,Yes,3,Duarte,91010,34.145695,-117.95982,2,1,No Offer,Yes,34.28,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,53.98,Stayed,
149,149,149,Female,19,No,0,Lake Elsinore,92530,33.655421,-117.391751,0,1,No Offer,Yes,29.13,Yes,Yes,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.23,Stayed,
150,150,150,Female,69,No,0,San Clemente,92672,33.429488,-117.609432,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,6313.04,Stayed,
151,151,151,Female,44,Yes,1,Los Angeles,90004,34.076259,-118.310715,5,48,No Offer,Yes,8.94,Yes,Yes,DSL,27.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,4299.42,Stayed,
152,152,152,Female,19,No,0,Downey,90241,33.940884,-118.128628,0,72,No Offer,Yes,41.91,No,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,10641.72,Stayed,
153,153,153,Male,64,Yes,0,Bodega Bay,94923,38.377165,-123.037957,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,6504.13,Stayed,
154,154,154,Female,44,Yes,3,Challenge,95925,39.461768,-121.195825,1,67,Offer A,Yes,46.9,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,6574.05,Stayed,
155,155,155,Female,58,Yes,0,Ludlow,92338,34.702766,-116.093376,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2698.9,Churned,Competitor
156,156,156,Female,29,Yes,1,Santa Clara,95051,37.348129,-121.98469,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3110.51,Stayed,
157,157,157,Female,80,Yes,0,Perris,92571,33.828289,-117.201666,2,27,No Offer,Yes,7.02,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2118.89,Churned,Attitude
158,158,158,Male,22,No,0,Fortuna,95540,40.584991,-124.121504,0,3,No Offer,Yes,31.48,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,362.89,Stayed,
159,159,159,Male,22,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,262.36,Churned,Competitor
160,160,160,Female,50,No,2,San Dimas,91773,34.102119,-117.815532,0,9,No Offer,Yes,35.49,No,Yes,Cable,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,970.81,Churned,Competitor
161,161,161,Male,53,Yes,2,Rescue,95672,38.724322,-120.991237,10,50,Offer B,Yes,44.49,Yes,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,5711.15,Stayed,
162,162,162,Female,45,Yes,2,Clio,96106,39.745805,-120.580882,1,71,No Offer,Yes,31.03,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,3592.73,Stayed,
163,163,163,Male,76,Yes,0,San Diego,92122,32.85723,-117.209774,2,32,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3818.23,Churned,Attitude
164,164,164,Female,57,Yes,3,Lotus,95651,38.815515,-120.916997,10,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1959.02,Stayed,
165,165,165,Female,45,Yes,3,San Marcos,92078,33.119028,-117.166036,8,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7909.83,Stayed,
166,166,166,Male,43,Yes,1,Lompoc,93436,34.601055,-120.382917,1,72,No Offer,Yes,15.94,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,9206.23,Stayed,
167,167,167,Female,41,No,0,Pilot Hill,95664,38.803731,-121.043799,0,3,Offer E,Yes,24.63,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,132.74,Churned,Attitude
168,168,168,Male,22,Yes,3,San Francisco,94133,37.802071,-122.411004,1,23,No Offer,Yes,48.02,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,1642.96,Stayed,
169,169,169,Male,62,Yes,2,Mission Hills,91345,34.266389,-118.459744,1,72,No Offer,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,7119.75,Stayed,
170,170,170,Male,21,Yes,2,Los Angeles,90040,33.994524,-118.149953,9,7,Offer E,No,0.0,No PhoneService,Yes,Cable,47.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,465.7,Stayed,
171,171,171,Male,49,Yes,3,Harbor City,90710,33.798266,-118.300237,10,8,Offer E,Yes,1.56,No,Yes,DSL,57.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,487.58,Stayed,
172,172,173,Male,30,No,0,Inglewood,90301,33.956445,-118.358634,0,5,Offer E,Yes,34.26,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,285.15,Churned,Attitude
173,173,174,Male,38,No,1,Los Angeles,90015,34.039224,-118.266293,0,49,No Offer,Yes,44.33,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,7208.47,Churned,Competitor
174,174,175,Male,56,Yes,0,Pescadero,94060,37.22565,-122.297533,2,63,Offer B,Yes,38.36,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,3651.48,Stayed,
175,175,176,Female,70,Yes,1,Aromas,95004,36.878364,-121.629781,1,12,Offer D,No,0.0,No PhoneService,Yes,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,355.9,Stayed,
176,176,178,Female,57,No,0,Parlier,93648,36.622237,-119.521126,0,35,No Offer,Yes,44.81,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3550.95,Stayed,
177,177,179,Female,40,Yes,2,Death Valley,92328,36.27688,-117.033326,7,54,Offer B,Yes,4.33,Yes,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4757.87,Stayed,
178,178,180,Male,56,No,0,La Puente,91744,34.031441,-117.936436,0,1,No Offer,Yes,5.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.04,Churned,Competitor
179,179,181,Male,38,No,0,Riverdale,93656,36.452211,-119.94575,0,5,Offer E,Yes,13.96,No,Yes,DSL,5.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,387.9,Stayed,
180,180,182,Male,61,No,0,San Francisco,94104,37.791222,-122.402241,0,19,No Offer,Yes,41.79,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,2085.86,Stayed,
181,181,183,Male,35,Yes,2,Berry Creek,95916,39.657228,-121.37778,1,52,No Offer,No,0.0,No PhoneService,Yes,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,2526.99,Stayed,
182,182,184,Female,61,Yes,3,Fulton,95439,38.493888,-122.777141,8,72,No Offer,No,0.0,No PhoneService,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4684.3,Stayed,
183,183,185,Male,50,No,0,Capitola,95010,36.977025,-121.952864,0,32,No Offer,Yes,14.91,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,1081.84,Stayed,
184,184,186,Female,47,Yes,0,San Diego,92109,32.787836,-117.232376,1,8,No Offer,Yes,16.88,No,Yes,Fiber Optic,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,977.94,Churned,Competitor
185,185,187,Male,35,No,0,Claremont,91711,34.127621,-117.717863,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,4211.35,Stayed,
186,186,188,Male,32,No,0,Glendale,91207,34.182378,-118.262922,0,5,No Offer,Yes,21.01,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,191.1,Stayed,
187,187,189,Female,54,No,1,Gardena,90248,33.876482,-118.284077,0,11,No Offer,No,0.0,No PhoneService,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,502.6,Stayed,
188,188,190,Male,61,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,No Offer,Yes,31.09,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,608.85,Churned,Competitor
189,189,191,Female,62,No,0,San Francisco,94134,37.721052,-122.413573,0,16,Offer D,Yes,41.51,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,990.81,Stayed,
190,190,192,Male,80,No,0,San Diego,92126,32.886925,-117.152162,0,71,No Offer,Yes,6.1,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,7815.95,Stayed,
191,191,193,Female,23,No,0,Santa Ana,92703,33.748635,-117.906125,0,11,No Offer,No,0.0,No PhoneService,Yes,DSL,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,422.6,Stayed,
192,192,194,Female,63,Yes,0,Snelling,95369,37.521708,-120.426843,1,61,No Offer,Yes,49.33,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,9019.18,Churned,Dissatisfaction
193,193,195,Female,50,Yes,0,Darwin,93522,36.319181,-117.593053,2,71,No Offer,Yes,23.06,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7683.36,Stayed,
194,194,196,Male,56,No,0,San Bernardino,92404,34.183286,-117.221722,0,9,No Offer,Yes,40.74,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,545.46,Stayed,
195,195,197,Female,63,No,0,Garberville,95542,40.057784,-123.679461,0,6,No Offer,Yes,39.16,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,549.56,Stayed,
196,196,198,Female,58,No,0,Long Beach,90807,33.830099,-118.182239,0,26,No Offer,Yes,38.09,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3314.69,Churned,Dissatisfaction
197,197,199,Female,29,No,0,Upland,91784,34.141146,-117.655583,0,6,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,364.78,Stayed,
198,198,200,Male,54,No,0,El Dorado Hills,95762,38.684437,-121.055634,0,11,No Offer,Yes,30.57,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1225.02,Stayed,
199,199,201,Male,25,Yes,0,Santa Rosa,95403,38.488431,-122.752839,1,1,No Offer,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,124.22,Churned,Competitor
200,200,202,Female,31,Yes,0,Malibu,90265,34.074572,-118.831181,10,49,No Offer,Yes,2.82,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,1111.53,Stayed,
201,201,203,Female,25,Yes,2,Santa Rosa,95401,38.460517,-122.790335,9,3,Offer E,Yes,11.47,No,Yes,DSL,51.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,203.01,Stayed,
202,202,204,Female,46,No,0,Riverdale,93656,36.452211,-119.94575,0,53,Offer B,Yes,43.57,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,7733.46,Stayed,
203,203,205,Male,28,Yes,0,Oxnard,93035,34.18454,-119.224666,1,23,No Offer,Yes,37.95,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3204.15,Churned,Other
204,204,206,Male,63,No,0,Palmdale,93591,34.598221,-117.79593,0,2,No Offer,Yes,25.49,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,140.48,Churned,Competitor
205,205,207,Male,37,No,0,Covina,91723,34.084747,-117.886844,0,1,No Offer,Yes,11.35,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.9,Churned,Attitude
206,206,208,Male,44,No,1,San Lucas,93954,36.125529,-120.864443,0,3,No Offer,Yes,33.87,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,222.86,Stayed,
207,207,209,Female,74,Yes,0,Palmdale,93591,34.598221,-117.79593,1,68,No Offer,Yes,21.33,Yes,Yes,Cable,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,8302.09,Churned,Competitor
208,208,210,Male,44,No,0,Hoopa,95546,41.163637,-123.704841,0,8,No Offer,Yes,19.49,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,976.22,Churned,Competitor
